isValid,withShoes,midFootLength,footWidth,footLength,footCompressionMax,angleXUB,angleYUB
1.0000000000000000,0.0000000000000000,0.1238940007931953,0.0898759877604622,0.2533389940601304,0.010000000000000,0.080539562124348,0.110808661738459
