L_r0F0,,,L_f0,,
0.4421744322532293,0.1257369893432574,0.0003067316202829,15.2275588457904050,0.1353458505499879,665.6228228775049729
0.4465193743041202,0.1209646986935562,0.0003076479571170,5.9985316947504064,3.9555149644421332,660.4741280781186106
0.4492604500295506,0.1164302430953506,0.0003055457189180,4.6361153313040377,7.9613974002491368,671.9430104530260905
0.4509231836243773,0.1140787780740024,0.0003049935183206,6.0246553812456751,9.5596502100989582,670.6981231669967656
0.4512631390616618,0.1107435807542671,0.0002999076343844,8.1640672351088099,12.7661847925757606,674.9123492428097961
0.4515256348482825,0.1080272491399779,0.0002958135225962,10.1483250528774036,12.5099080406104211,683.0302311892918397
0.4494250743452252,0.1049399543249660,0.0002860427856297,12.7294890905484799,13.9286158987728221,688.1162573766489459
0.4490684895987914,0.1057721083792241,0.0002867608366675,12.7775695857148861,11.8836890546505707,693.7216445175233730
0.4492709357718318,0.1054426886676124,0.0002865830098288,10.8761581017299704,12.3967173590389361,684.9702599099434792
0.4489914230993618,0.1058000302508074,0.0002866505673276,9.8748809440871135,9.1658330021321319,687.4104974993722408
0.4482515947838572,0.1057100034937755,0.0002849335143597,10.1390134196183617,8.6668673205647533,686.3979686552017938
0.4477713663257306,0.1053584922670822,0.0002832948009366,9.3645842032226412,8.6454170493524956,680.7270869599894922
0.4474145481442448,0.1049806469949595,0.0002818888757797,9.6489877734397922,8.5742808807071516,685.9940122925499963
0.4473216239286455,0.1054391033735508,0.0002824666857091,8.0771825132181316,8.5430415624374554,691.0469962622678395
0.4474384561332436,0.1068714632033186,0.0002851594668688,7.1644083676347829,9.8355201859130403,689.8843663149170879
0.4472019785139628,0.1084819192714069,0.0002874478333900,6.4687203148568369,9.0543100329727668,695.5655419246639894
0.4472424743247462,0.1107004059604691,0.0002914102902546,8.0521240244161767,7.5699756064382226,697.2676920167326671
0.4474325907913336,0.1106788440081706,0.0002918015424450,7.7677334705604641,5.4754278876888192,697.2059818949499004
0.4470455997729463,0.1096478652285711,0.0002892203973014,8.6695624566540790,3.8463538313396746,701.8328185951065734
0.4469668154499776,0.1077395009059182,0.0002857527438400,8.2469757923329432,3.4193966694691529,698.3173536142389821
0.4473819888709858,0.1048368157268303,0.0002816072075340,8.1066666765672029,3.9916647182847140,699.4114654051010120
0.4474585819348452,0.1012629036769544,0.0002756121427680,10.1305013827112873,3.1584953608487005,703.9135567823930160
0.4480445914016753,0.0979306215522151,0.0002710985441364,10.4967231633636615,2.2611691031348977,701.4030226055965613
0.4483418409447142,0.0936206999223113,0.0002642503253162,9.2764914194289929,4.6739509117182658,695.2106913374054784
0.4496965318039695,0.0882105022014340,0.0002577195314456,6.5529003611196686,9.5936680151768847,695.0165407410838725
0.4506575305100258,0.0848918331403191,0.0002539742175788,5.8061702541657860,14.5256708768617635,711.2467217925697014
0.4508746932330659,0.0840500480893000,0.0002529934227433,4.8904886601706199,11.8342349593387883,723.9736275509962979
0.4515659701525562,0.0838572980080113,0.0002541547531208,5.9987195019570638,10.0670629883561560,725.6821915062381549
0.4518303313958025,0.0839417828400585,0.0002549197224469,8.6949739629198231,5.7640792357285973,733.0148090861091532
0.4516938829558407,0.0839079319617741,0.0002546114255241,10.3210746665200883,1.8867312477662164,729.8565593127615330
0.4517934732825781,0.0829229723349973,0.0002531591263271,12.1445055570139964,-2.3788795719937461,724.3867053765949322
0.4517643962026629,0.0829525276162102,0.0002531768487508,14.3095539226078241,-8.0383761066790065,722.7249673663396834
0.4516459411537941,0.0821250423138007,0.0002514832443260,18.4818457580319944,-11.1580738522553773,714.4424816281861013
0.4521179950857898,0.0806728429614701,0.0002499465760114,17.6201220951593918,-9.9445211075517221,695.8972623581397556
0.4522287524076258,0.0788550315065910,0.0002470362533898,17.4459413925583142,-4.4932752152585511,671.4459978646569880
0.4530638179182794,0.0766227909854988,0.0002448881264235,11.5421809886593074,4.6657029811211581,621.3136814381774684
0.4531468243835134,0.0764923459164472,0.0002448361568393,10.5916743106217268,5.3536867700879016,593.7400032168835651
0.4533599662312779,0.0767206436719762,0.0002456943111504,12.3172496678749006,2.4982809233674410,586.3113133076403756
0.4529443469743192,0.0765975418040344,0.0002446116754318,13.1043830763870872,0.2172760984039481,583.4249010145347256
0.4527812086452402,0.0762027474664395,0.0002435903996299,14.7047716893769280,-2.1771157112024819,581.7907020220754930
0.4529985710166554,0.0762943070046137,0.0002442001541082,15.0418935841733283,-3.6323091374570002,582.3211616575313201
0.4526684314531730,0.0765076848644127,0.0002438617699141,13.9378494695101143,-4.0117587225519689,578.9390763091835197
0.4530695663138951,0.0766854050103107,0.0002450391311646,13.1270604961642583,-3.8882812789267591,588.5135303598081009
0.4527081271005501,0.0766827696359152,0.0002442744564672,12.9069399266497626,-2.0684504245931095,607.1470979018450862
0.4521410563229636,0.0762255307433281,0.0002422632930366,11.6287533513726586,0.4335007928339629,610.6272200437301763
0.4523158014963188,0.0766685684131949,0.0002433994097962,11.2322623887915185,-0.6917128716831723,619.0776979910173168
0.4522715130788587,0.0759115086911588,0.0002420011062419,10.2326508775849661,-1.7628071222076569,644.5456627434562051
0.4517402294837369,0.0755048542366939,0.0002401806811475,13.0765900240377171,-2.4468363274970768,674.4909977093933549
0.4513458655350003,0.0757697668088935,0.0002398082324477,14.0312129302091204,-8.5488687980670210,729.6585059541901046
0.4519522473889946,0.0749789613844995,0.0002397518778912,14.3880841577947720,-7.5943221495765751,746.3796746718712711
0.4519355301537707,0.0741888741431397,0.0002383136362867,13.4258571307398817,-0.9295856514826112,714.5738925845051881
0.4511191851484196,0.0757547680025889,0.0002392680915322,11.7079340632395343,-1.6715371471309657,726.2655332757652786
0.4503960555727724,0.0774162503428667,0.0002406062820300,12.4178222477667521,-6.3538335985088974,749.1255758547363257
0.4510956265500895,0.0776002788410860,0.0002424155224472,9.2055420549985278,-6.6662697145695935,740.6980658567879345
0.4511137586898444,0.0772771397287149,0.0002418781046950,7.6373852142868230,-2.9556035482549272,716.3137522244940101
0.4507436160753927,0.0773438258544294,0.0002412193304640,9.7293099208655995,-5.0352237394579493,725.8527396473073168
0.4511013207257030,0.0775864184853712,0.0002423926537821,9.1032617732137986,-3.1995438173783932,726.5541219175303240
0.4516089662576744,0.0766131602130202,0.0002417870112723,7.6603593278747368,-1.9848296694375922,721.4192456836582323
0.4520424332640757,0.0763550884220134,0.0002422542442658,6.0375596323516394,0.5439099101174575,716.3717238608038542
0.4519265433344823,0.0765966330510137,0.0002424259840691,7.3485298710837039,1.5284244424920423,737.6357249520169717
0.4525810560855510,0.0753807940407580,0.0002417182817337,8.5682881473513195,1.4106333271993376,732.6192313951153210
0.4539180307396978,0.0750916000427404,0.0002440529941229,6.7576211826152175,3.2956266974149169,720.8864189901644295
0.4544337454038054,0.0746570584296415,0.0002444089240581,9.9454633951232090,1.8045395020026229,716.9416467681123777
0.4554677959957601,0.0751798199089782,0.0002475150893010,8.7845525963505988,-1.0392257219738907,730.6498525396041259
0.4557561535452112,0.0757890165645431,0.0002491788631923,6.9763522006354313,-0.8301744338511344,715.5623925780510035
0.4560968572784366,0.0760720440863086,0.0002503855953496,5.2197772024880518,-0.8557416254537805,692.2319749557182149
0.4559074027234564,0.0758242858166481,0.0002495414361823,2.2337264858201831,2.5142334777936024,665.6524797740672739
0.4554963009345729,0.0753296225390893,0.0002478088673697,4.3834863454323925,5.7001305041514332,647.8013711058101762
0.4543619548636798,0.0761038097422507,0.0002467396578001,5.6183772153209492,4.8912586635568376,652.6608317983344705
0.4536474699708241,0.0764702133154224,0.0002458578614029,7.8152475316495176,4.5120936228070496,665.5023936602118511
0.4541259714466362,0.0767461673820653,0.0002473585553613,8.5800161578427918,3.1529401118084182,682.5082979323937025
0.4532286280820298,0.0779116499343680,0.0002474608561441,6.8131319412526912,3.3716334727666251,680.2662769653244368
0.4530803550325579,0.0786845339104186,0.0002484838310825,6.4900481079137302,0.9743596211982026,680.7231599733671601
0.4523644883329811,0.0796393986234690,0.0002486201310463,6.9730093414644081,-3.2406707391326939,708.3947706149036776
0.4521621925965330,0.0796461690053879,0.0002482105475303,7.5261625482282222,-4.1914399890636478,728.4996508661985217
0.4520470791967207,0.0783409277624775,0.0002457023408387,5.6667795461307620,-0.1190941808881954,723.6194217897871113
0.4517414824063062,0.0778418233260938,0.0002441745358597,5.7993448819614173,4.3597100826246624,722.5041101159292793
0.4513604883835127,0.0784534803992840,0.0002444205183931,5.3054770814950878,4.4237569729187420,732.0777817992658356
0.4491325607218986,0.0814200831121128,0.0002448178807814,5.8476889666959639,1.6987379160420673,748.0109117291599432
0.4465916172157142,0.0868562237338515,0.0002488118262419,7.6067029831047117,3.9052438697176366,734.5170837627977107
0.4453104735374296,0.0907083214184910,0.0002527471056538,3.6568853279529017,2.5117048303975085,743.0967124943603039
0.4450128273076759,0.0919685357399879,0.0002542929357695,3.9477465408030064,3.3297254759859700,736.7630878000269377
0.4454804777359062,0.0921135642453113,0.0002555321678391,-0.1280378338838301,1.4193520483184692,733.4968184262507975
0.4450656601361671,0.0917438280028431,0.0002540057004872,-0.7764820487786745,1.6248280421148245,722.1434968171373612
0.4432542273799349,0.0940380063134106,0.0002541293300620,1.5232014323003200,1.9685152147631917,721.3598322062088073
0.4409078541242051,0.0986414905801708,0.0002571125429274,2.6733465637353868,-1.8071823840511199,730.8271522447637381
0.4380660000247111,0.1030130437902919,0.0002586192151109,3.9719155653716847,-4.3061586345367688,731.7311363927302637
0.4362672831570758,0.1046939861597349,0.0002577002707209,3.3602104813380209,-3.3490362233384672,729.2991977691283410
0.4351486345315849,0.1039260311172038,0.0002539950302563,2.8705705134206396,-0.5524165158400141,732.5444282776579712
0.4334052460084638,0.1045119524795583,0.0002513025827862,4.6170276955578933,1.5723241693903975,738.9481366683971828
0.4322541815768756,0.1059269754182472,0.0002513026588855,5.0880740814178207,2.5795975421024764,743.6672946596835345
0.4307990595257931,0.1110568644219753,0.0002570782901238,4.6460375206916495,2.8937700427972599,741.9493744977456799
0.4285874709069187,0.1180187866901744,0.0002644205676546,6.3191501171087685,1.2805525294664561,746.4813415613641610
0.4290179101640849,0.1214189157435663,0.0002712243216424,5.0455905914670973,-0.1048941541936771,748.5504230467769275
0.4299851089646535,0.1226736274146236,0.0002754606016101,2.6030541795757047,-3.0276327073220348,738.7466744865309920
0.4314495705415901,0.1228537451550497,0.0002789121795703,2.2750947757261653,-5.1059034076495653,732.8063091538563185
0.4310171477676627,0.1249640346535621,0.0002816699409812,2.3075227105008662,-8.7269907455490650,738.7823382993005907
0.4290738640621856,0.1273213458404262,0.0002816177682787,4.1423164655102820,-6.7690648092374941,738.6995513693823341
0.4281615245762114,0.1304881732655405,0.0002851051844225,3.9904914583500468,0.1228405844245079,732.0185056309654783
0.4266376526131391,0.1340299464941675,0.0002879611172896,2.7896322668140963,1.5997483254286893,743.3823149511597421
0.4254288006996661,0.1374963760845323,0.0002914116173932,5.3393477098279307,1.5109531623811070,741.3273054326806459
0.4257694850934821,0.1398831615708330,0.0002962655121490,2.6735348053133663,-0.4627127048382970,742.5133645034392202
0.4242062672652842,0.1458620145203753,0.0003033545070456,6.0431956927498707,-3.3472866392838205,739.5513781573251890
0.4221133011570545,0.1520212686777834,0.0003095830967747,5.5441361293750075,-5.1438993454659805,740.5905429393267241
0.4202818209838863,0.1576154950291547,0.0003154202848095,8.1259533314684553,-5.7396721252850664,738.3690397171193354
0.4199368659776294,0.1581139813007462,0.0003155609713672,7.0683924421113469,-4.9643696422700279,745.9853755065490759
0.4197400122267469,0.1600727808364591,0.0003185021927770,9.6376584666035274,-1.3629432071815746,734.2251203032018338
0.4202297731216998,0.1631882724300505,0.0003248912874619,6.3143399753736000,-1.7862445446525397,739.1319250492941819
0.4188067808788762,0.1686194801700390,0.0003313171637394,9.1497635749558324,-4.9456042046708131,738.9977159225624064
0.4181292020879645,0.1716075940855581,0.0003350429598288,8.4477034362178411,-5.6821385200767311,750.2603148628277268
0.4166632393211721,0.1750301780823780,0.0003378791690029,10.0062278181640636,-4.8980858734149324,735.0182130935021405
0.4164254901111655,0.1738442929817249,0.0003352956239541,9.2683663536604453,-1.4830791296303918,729.3092597258217893
0.4163408133414190,0.1714679989909590,0.0003308532795802,7.3624721109757427,3.6958790420553278,723.2624361244852480
0.4162777756142542,0.1711563671864164,0.0003302133530112,7.9181041047442173,2.6747152595519439,730.4434919166241116
0.4158929882187872,0.1717248792577314,0.0003303262510942,6.2233909026117162,3.2615002403115789,734.1792067362158605
0.4141675150988092,0.1748697951243279,0.0003321297539904,9.5602099479806455,3.9424597689473675,734.2974819728763123
0.4138053930136368,0.1769305904881461,0.0003348559336946,8.5011272602620522,6.4554691500685797,733.2163851888424233
0.4125289225815864,0.1793170674590822,0.0003362713821391,7.8597940561482655,5.6700835037297699,729.2934820688558375
0.4111351259160988,0.1817452709510799,0.0003375459022769,9.0906558307221541,3.7077433302996554,718.4236480391704163
0.4109685209224243,0.1808005507315716,0.0003355052425220,7.8436927382751760,6.4838094817455945,719.5255744829230480
0.4104989396418596,0.1810940849185094,0.0003349897716384,9.2367529954054781,9.0513914148073074,712.2826708492656280
0.4107462998126316,0.1820109579762616,0.0003371255569718,10.0031970538183597,8.2579419513528958,720.0381124998671112
0.4111816408120375,0.1810580238176109,0.0003363647877653,8.2527706220989483,8.9889670546199998,727.6107217252110786
0.4114113449905061,0.1819155463973343,0.0003383330531204,8.4764830473942947,9.2755396177374045,724.0714337734281116
0.4108204003187076,0.1827552581481695,0.0003384808972313,9.1216331316786938,12.2228191920643141,714.6823093423216733
0.4108569381807237,0.1839023963128575,0.0003405454590628,9.9578129460593843,12.1839801177576934,719.2103342284739256
0.4106217715111385,0.1839920645110835,0.0003402170511224,9.9303631736926405,11.2428348341063291,720.7931960761917480
0.4106383143333304,0.1842889622713433,0.0003408170445038,10.3109480164709684,9.2588806679954256,722.7605701011381143
0.4102856295715894,0.1828794356826687,0.0003376066804170,9.5374088310741563,9.7700934798198507,713.1076033926556192
0.4102090838619512,0.1804113668141269,0.0003331254661387,11.3514819524652122,13.5683627361502861,704.2078395526382337
0.4107872716636520,0.1766880106312068,0.0003277880482330,8.8558069364027059,17.3660852994791952,711.2544152638449759
0.4108565087753515,0.1745176659729704,0.0003242405871184,9.2785816691853000,16.3254962276042939,713.5947076621625911
0.4109991488006727,0.1726761731809253,0.0003213621354097,9.9517187365993429,16.7885390747970042,712.0837052033658665
0.4120745218146761,0.1700757589707018,0.0003190473373293,6.3677585278192783,18.1676213782820746,710.8238554416927855
0.4120466549422478,0.1688173529604508,0.0003167738089212,7.4550516522241352,20.1466314429018531,699.6994267761592710
0.4116983102567722,0.1709250913360604,0.0003196814398471,7.9890514314660335,19.8985214655388845,705.4279536251071931
0.4119977044297592,0.1728180884186005,0.0003235967397560,8.2433914204411440,20.1917263238517890,716.8019744649585618
0.4122716629884798,0.1744171331423294,0.0003269468214759,6.5896762185104629,18.9484265775332830,718.8654097869649604
0.4113929485138528,0.1775173068730565,0.0003305356381561,7.0572948052762143,15.9676000637381037,714.8812054276513663
0.4113833577324532,0.1779553443119302,0.0003312467994358,7.8309345146041238,17.4524642707229383,711.5312013550485517
0.4111570089705358,0.1792850424720898,0.0003330999205260,7.9209772002433807,15.7312087770236086,715.4780458883947176
0.4113363789957075,0.1799642771679134,0.0003346363485520,8.7318187002483079,17.0536409709866028,714.1876991574448539
0.4109754705588800,0.1799866701933741,0.0003338304049885,8.2127708414140201,20.1280984799460825,711.8660795513895891
0.4102146625162245,0.1815484368752264,0.0003349417388661,9.3012183582091481,19.9455479301679013,709.6888751647013578
0.4095899656711490,0.1842285822871248,0.0003382722757995,9.4821293740081725,18.9819804336502571,714.0365530543278965
0.4092767191722596,0.1854467976991996,0.0003397437233632,10.5079689781863035,18.3084603779196229,708.9403464109072956
0.4088662933359472,0.1873167338238329,0.0003421492317326,10.9466954771737441,16.5324383156978989,701.5227400384145540
0.4085445292601846,0.1879040986948853,0.0003424713201408,10.8824987132383910,17.1412557267682288,700.4539408731347976
0.4085828344483374,0.1888726429967433,0.0003442058863669,11.5003933781834959,18.8624099733763799,692.9152225379604033
0.4086367700415226,0.1898450221420774,0.0003459778507235,11.8147832945445348,19.7675031906659946,689.8280859654812502
0.4091350051895030,0.1879952744625611,0.0003436737817997,9.5839606582794516,24.3336518467722946,692.2022965848995000
0.4094096195601473,0.1877141960122056,0.0003437767310583,8.7219437282253587,23.9360463373677987,695.3460571380365991
0.4094373273355646,0.1864902785143697,0.0003417052908448,8.2760153686699187,25.3647900589999189,694.1097641485265513
0.4087835887012990,0.1857925066477455,0.0003391412579167,9.8566836426199522,25.9876804985555268,688.8978934801980358
