L_FAL,,,L_TAM,,,L_FCC,,,L_FM1,,,L_FM2,,,L_FM5,,
0.3928051757812500,0.1005365066528320,0.0555779609680176,0.4670238952636719,0.1216013412475586,0.0957738342285156,0.4460827331542969,0.0517524566650391,0.0515880317687988,0.4726222534179688,0.2466213073730468,0.0460666618347168,0.4168123168945312,0.2984847717285156,0.0405427017211914,0.3842089538574219,0.2232021179199218,0.0234960899353027
0.3928925476074219,0.1006496429443360,0.0555077552795410,0.4672803344726563,0.1218589324951172,0.0956026000976562,0.4462584838867187,0.0519077796936035,0.0515031852722168,0.4724768066406250,0.2468728332519531,0.0460694656372070,0.4164634704589844,0.2986265258789061,0.0405735931396484,0.3840300903320313,0.2232668609619140,0.0233938255310059
0.3923029785156250,0.1005747222900391,0.0551719970703125,0.4666673583984375,0.1214271621704102,0.0955379791259766,0.4458385925292969,0.0517474021911621,0.0512447738647461,0.4716518554687500,0.2467587890625000,0.0476499404907227,0.4160917358398438,0.2985804443359374,0.0412735481262207,0.3841157836914063,0.2232405395507812,0.0234361362457275
0.3911233825683594,0.1002376556396484,0.0546344146728516,0.4650326538085938,0.1207722244262695,0.0959850311279297,0.4447352294921875,0.0512127532958984,0.0508493728637695,0.4702662963867187,0.2460610961914062,0.0513325920104980,0.4156766967773438,0.2980975952148437,0.0440040054321289,0.3848606872558594,0.2231584472656250,0.0238459892272949
0.3898332214355469,0.0996951828002930,0.0543361587524414,0.4629844970703125,0.1203251647949219,0.0964482192993164,0.4439473571777344,0.0509652481079102,0.0505037651062012,0.4683054199218750,0.2450725860595703,0.0558553543090820,0.4145258483886719,0.2973734741210937,0.0473964843750000,0.3848882751464844,0.2232080688476562,0.0250154438018799
0.3902073059082031,0.1001453628540039,0.0545965309143066,0.4637968139648437,0.1209459533691406,0.0962989425659180,0.4436513061523438,0.0508227539062500,0.0506266899108887,0.4681242980957032,0.2452679443359375,0.0559908790588379,0.4145690917968750,0.2975038757324218,0.0474618110656738,0.3848392028808594,0.2232048187255859,0.0251445007324219
0.3920275268554688,0.1014090423583984,0.0552639045715332,0.4671413879394531,0.1222171707153320,0.0954089508056641,0.4453795166015625,0.0515867919921875,0.0510925712585449,0.4702911071777344,0.2463085174560547,0.0518613967895508,0.4160001220703125,0.2984610900878906,0.0445430412292480,0.3854966735839844,0.2231164398193359,0.0242531890869141
0.3937236633300781,0.1017879104614258,0.0560226097106934,0.4697048645019531,0.1234026718139648,0.0946100158691406,0.4476264648437500,0.0523356323242188,0.0512709045410156,0.4703360595703125,0.2476469268798828,0.0482250404357910,0.4145559082031250,0.2992481994628906,0.0413864746093750,0.3836893310546875,0.2230597229003906,0.0237609691619873
0.3976080017089844,0.1035137481689453,0.0586816253662110,0.4765958557128906,0.1252547683715820,0.0926869659423828,0.4515171813964844,0.0539223213195801,0.0521420898437500,0.4733771057128907,0.2493166961669922,0.0366814002990723,0.4172418518066406,0.3005885925292969,0.0357308502197266,0.3835571899414063,0.2231457519531250,0.0234061565399170
0.3991745910644531,0.1036462097167969,0.0597772789001465,0.4787409362792969,0.1262164764404297,0.0921772155761719,0.4534000549316407,0.0544377403259277,0.0523711090087891,0.4735873718261719,0.2500259399414063,0.0347201461791992,0.4168033142089844,0.3010933227539063,0.0339653472900391,0.3834475708007812,0.2231900329589844,0.0230767364501953
0.3998461914062500,0.1025693588256836,0.0593790702819824,0.4781984863281250,0.1270087280273438,0.0920738830566406,0.4548085937500000,0.0543646049499512,0.0518711280822754,0.4713793029785157,0.2506214141845702,0.0361070556640625,0.4135483093261719,0.3009758300781250,0.0335265922546387,0.3815934753417969,0.2226809234619140,0.0224805068969727
0.3999580688476563,0.1020089340209961,0.0591017265319824,0.4775327453613281,0.1275483703613281,0.0919446182250977,0.4554223632812500,0.0545343284606933,0.0519979515075684,0.4701900634765625,0.2509340972900391,0.0371688041687012,0.4115391540527344,0.3009292602539063,0.0328582763671875,0.3800242919921875,0.2226289825439453,0.0220118865966797
0.4006144409179688,0.1017479400634766,0.0592120513916016,0.4779942016601563,0.1281795959472656,0.0918805618286133,0.4565150756835938,0.0549890213012695,0.0524668655395508,0.4683226623535157,0.2515272369384766,0.0353021202087402,0.4097331237792969,0.3010344848632813,0.0317185440063477,0.3785421142578125,0.2223638763427734,0.0211214485168457
0.4011539306640625,0.1018695297241211,0.0593984375000000,0.4784325256347656,0.1282050323486328,0.0912108535766601,0.4573985595703125,0.0552334594726563,0.0524763145446777,0.4675958557128906,0.2519300537109375,0.0339610671997070,0.4091582031250000,0.3014756774902344,0.0299982700347900,0.3778440856933594,0.2223939361572266,0.0203651752471924
0.4024599304199219,0.1024856567382812,0.0598240928649902,0.4801809082031250,0.1290377655029297,0.0906196746826172,0.4589988403320313,0.0561023902893067,0.0529354286193848,0.4678581542968750,0.2529135589599609,0.0321775856018066,0.4093570556640625,0.3023720703125000,0.0278472480773926,0.3773043518066406,0.2224492950439453,0.0201395969390869
0.4039085083007812,0.1029229965209961,0.0603760528564453,0.4821148986816406,0.1299097442626953,0.0901651458740234,0.4606553039550781,0.0567777214050293,0.0532889442443848,0.4686653442382813,0.2533662261962891,0.0298874683380127,0.4097940063476563,0.3032606811523438,0.0260104713439941,0.3772016906738281,0.2225028991699219,0.0201724700927734
0.4043722534179688,0.1037755737304688,0.0618266716003418,0.4844997863769531,0.1303988647460937,0.0895862579345703,0.4618258361816406,0.0576752967834473,0.0538241081237793,0.4709729309082031,0.2529513854980469,0.0260908432006836,0.4114702453613281,0.3040696105957031,0.0247341651916504,0.3777284240722656,0.2226093292236328,0.0206058845520020
0.4047254638671875,0.1045114669799805,0.0622110366821289,0.4858258666992187,0.1299356231689453,0.0891125106811524,0.4615132446289062,0.0575481834411621,0.0535678749084473,0.4729024963378906,0.2524337615966797,0.0242890167236328,0.4128575439453125,0.3040911254882812,0.0247586917877197,0.3786152954101563,0.2227532196044922,0.0212895030975342
0.4047926940917969,0.1051911392211914,0.0626835861206055,0.4865468444824219,0.1290171203613281,0.0893238754272461,0.4607438049316406,0.0568876342773438,0.0530595626831055,0.4744637145996094,0.2517355957031249,0.0233165798187256,0.4146387939453125,0.3037260131835937,0.0253950805664063,0.3801207580566406,0.2228281250000000,0.0224990730285645
0.4046058349609375,0.1051004562377930,0.0627704200744629,0.4869658508300782,0.1278149337768555,0.0898132858276367,0.4598954772949219,0.0564665641784668,0.0531629714965820,0.4747346801757812,0.2513310394287109,0.0240305423736572,0.4155435791015625,0.3030430603027343,0.0269361782073975,0.3810836791992188,0.2225994720458984,0.0232386817932129
0.4043745117187500,0.1052102966308594,0.0626260681152344,0.4875382690429688,0.1278258132934570,0.0909702758789062,0.4593504333496094,0.0560964202880859,0.0529486274719238,0.4751095275878907,0.2511020202636720,0.0244686412811279,0.4165021362304688,0.3027087402343750,0.0290194492340088,0.3819317932128906,0.2224842681884766,0.0239218292236328
0.4040030212402344,0.1051102523803711,0.0617514724731445,0.4863420104980469,0.1271152191162109,0.0915141448974610,0.4580746154785156,0.0555027122497559,0.0525668220520020,0.4754225158691406,0.2507277526855468,0.0253244781494141,0.4171110534667969,0.3026115417480468,0.0291958694458008,0.3821761779785156,0.2224851379394531,0.0238156890869141
0.4030407104492187,0.1052691192626953,0.0613214111328125,0.4852259826660156,0.1265811080932617,0.0918777389526367,0.4568687133789063,0.0555556259155273,0.0527930183410645,0.4756890869140625,0.2505091247558594,0.0255569629669190,0.4178326110839844,0.3029035034179687,0.0286193923950195,0.3823302612304688,0.2227008819580078,0.0236287879943848
0.4029068298339844,0.1055112762451172,0.0611887359619141,0.4851625366210938,0.1265684432983399,0.0918556137084961,0.4566724548339844,0.0557989044189453,0.0529295425415039,0.4761713867187500,0.2509383392333984,0.0255178871154785,0.4180893249511719,0.3032281188964844,0.0279299068450928,0.3823426818847656,0.2228785858154297,0.0236010780334473
0.4027083740234375,0.1051863174438477,0.0610752372741699,0.4847321777343750,0.1260960922241211,0.0921485443115234,0.4564298400878906,0.0556400375366211,0.0528436698913574,0.4759118041992187,0.2509332122802734,0.0256506671905518,0.4177618408203125,0.3031003723144531,0.0283719902038574,0.3821090698242188,0.2228130187988281,0.0234760150909424
0.4023279113769531,0.1045027999877930,0.0608517990112305,0.4839444274902344,0.1250386962890625,0.0927110824584961,0.4560773925781250,0.0553506393432617,0.0526575202941895,0.4755570373535156,0.2507988891601562,0.0259406948089600,0.4176671447753906,0.3027100219726562,0.0294424324035644,0.3819626464843750,0.2225201263427734,0.0231958293914795
0.4012680053710938,0.1033654174804687,0.0605067443847656,0.4821336975097656,0.1236827468872070,0.0933986434936523,0.4551036682128906,0.0547133255004883,0.0522585792541504,0.4752048950195313,0.2503526458740234,0.0273042659759522,0.4179039916992188,0.3023764648437500,0.0299654541015625,0.3820986633300781,0.2225891418457031,0.0232709579467774
0.3996036376953125,0.1022308425903320,0.0597621154785156,0.4796271362304688,0.1222286453247070,0.0935870666503907,0.4536746215820313,0.0537059555053711,0.0515262641906738,0.4747962036132813,0.2496582641601563,0.0303329162597656,0.4184060668945312,0.3015451049804688,0.0320730018615723,0.3823580017089844,0.2222333374023437,0.0230632400512695
0.3989077148437500,0.1020651855468750,0.0593865127563476,0.4787376403808594,0.1216722869873047,0.0935991516113281,0.4533517456054688,0.0534234428405762,0.0512368736267090,0.4750680236816406,0.2494493713378906,0.0319886741638184,0.4193181457519531,0.3013547973632812,0.0333722305297852,0.3830012207031250,0.2222641448974609,0.0233220672607422
0.3983947753906250,0.1019739990234375,0.0591722183227539,0.4783084716796875,0.1210302810668945,0.0938554458618164,0.4528519592285156,0.0528672256469727,0.0508668746948242,0.4749382629394531,0.2492987976074219,0.0345955200195312,0.4195999450683594,0.3008970642089844,0.0354392547607422,0.3839593811035156,0.2221298828125000,0.0237414703369141
0.3971984558105469,0.1016178817749023,0.0583433151245117,0.4767463684082031,0.1198062820434570,0.0946749877929688,0.4515557250976562,0.0521600532531738,0.0506258354187012,0.4747733459472656,0.2482571563720703,0.0382223358154297,0.4201317443847656,0.3003204956054687,0.0382644348144531,0.3855596008300781,0.2220191650390625,0.0245417766571045
0.3962135620117188,0.1015786437988281,0.0577137794494629,0.4755509948730469,0.1190998840332031,0.0949121093750000,0.4502457580566406,0.0513996620178223,0.0501505699157715,0.4751396484375000,0.2473397979736328,0.0402196540832520,0.4213345336914063,0.3000364379882813,0.0396695785522461,0.3869777526855469,0.2221845703125000,0.0251286907196045
0.3967650451660156,0.1019612808227539,0.0581132583618164,0.4766258544921875,0.1193055191040039,0.0947886657714844,0.4505292968750000,0.0516795120239258,0.0505324745178223,0.4754082946777344,0.2475141601562500,0.0404261016845703,0.4213823852539063,0.2997461853027344,0.0410323295593262,0.3875799865722656,0.2218399963378906,0.0259204635620117
0.3977942199707031,0.1022201156616211,0.0593193969726562,0.4787161865234375,0.1193099899291992,0.0944297637939453,0.4517567443847657,0.0519056701660156,0.0508392295837402,0.4756480407714844,0.2478768005371094,0.0396149101257324,0.4209393005371094,0.2993329772949218,0.0425219268798828,0.3883791503906250,0.2214630279541015,0.0266079273223877
0.3967602233886719,0.1014889907836914,0.0586813774108886,0.4769595947265625,0.1183392486572266,0.0949523925781250,0.4508330078125000,0.0513184890747071,0.0504860839843750,0.4748212280273438,0.2472445068359375,0.0423934097290039,0.4204028930664063,0.2987748107910156,0.0445018272399902,0.3882851257324219,0.2210929870605469,0.0270827064514160
0.3950551147460938,0.1005926742553711,0.0578208389282227,0.4741882934570313,0.1176865081787109,0.0955266036987305,0.4494726867675781,0.0507893829345703,0.0501993217468262,0.4742433776855469,0.2466864929199218,0.0463536911010742,0.4195539245605469,0.2982536926269531,0.0459601669311523,0.3880054931640625,0.2210507659912109,0.0267553005218506
0.3944102172851562,0.1006109771728516,0.0573072662353516,0.4730825500488282,0.1176145629882813,0.0956125259399414,0.4486962585449219,0.0506449928283692,0.0501055183410644,0.4747178955078125,0.2465217132568359,0.0481591682434082,0.4199878234863281,0.2983613281249999,0.0458921012878418,0.3883254699707031,0.2214085388183593,0.0265552997589111
0.3940157775878906,0.1005994186401367,0.0570361518859863,0.4724242553710938,0.1176166381835937,0.0957211456298828,0.4482431335449219,0.0505778274536133,0.0500952301025391,0.4742875976562500,0.2463674926757812,0.0490482711791992,0.4196534729003906,0.2982211608886718,0.0464001426696777,0.3882831115722656,0.2215031738281250,0.0265738067626953
0.3947215576171875,0.1007575302124023,0.0574884300231934,0.4735296630859375,0.1177116622924805,0.0956016082763672,0.4490268249511719,0.0506633605957031,0.0501201248168945,0.4738741455078125,0.2467015380859375,0.0490971946716309,0.4199173889160157,0.2982538757324218,0.0463027572631836,0.3881554260253907,0.2211729278564453,0.0268366203308105
0.3937993164062500,0.0999858703613281,0.0569943161010742,0.4718489074707031,0.1171698074340820,0.0959970626831055,0.4483661804199219,0.0502124900817871,0.0499169273376465,0.4729963989257813,0.2461217193603515,0.0515920562744141,0.4191931152343750,0.2977043151855469,0.0481204681396484,0.3880320129394531,0.2210025329589844,0.0269525184631348
0.3926829223632813,0.0991336212158203,0.0564905242919922,0.4695071716308594,0.1171617126464844,0.0959519729614258,0.4474461059570313,0.0498229904174805,0.0497490730285644,0.4713482971191406,0.2454726562500000,0.0539846076965332,0.4170411682128906,0.2972040100097656,0.0498679504394531,0.3874071655273438,0.2208972625732422,0.0266518039703369
0.3917282714843750,0.0994026260375977,0.0560217552185059,0.4680603027343750,0.1177598114013672,0.0958672332763672,0.4463788146972656,0.0500647163391114,0.0499298553466797,0.4713870544433594,0.2453985137939453,0.0534529304504394,0.4178179931640625,0.2973254699707031,0.0486977424621582,0.3875099182128907,0.2216374969482422,0.0260209712982178
0.3914055480957032,0.0991091918945313,0.0558532485961914,0.4673501892089844,0.1176665496826172,0.0959252548217773,0.4460773315429687,0.0500154457092285,0.0498999023437500,0.4708107299804687,0.2452732543945312,0.0541268081665039,0.4172284851074219,0.2971982727050781,0.0489662704467773,0.3872812805175782,0.2216814575195312,0.0259060554504395
0.3902671203613282,0.0981457519531250,0.0553523597717285,0.4652632141113281,0.1170334243774414,0.0964637756347656,0.4460253906250000,0.0499282073974609,0.0498119850158691,0.4692277221679688,0.2443594512939453,0.0563459510803223,0.4160871582031250,0.2966055603027343,0.0504312744140625,0.3861493225097656,0.2216712341308594,0.0266869926452637
0.3890521545410157,0.0974623565673828,0.0550922775268555,0.4629611511230469,0.1167356872558594,0.0966632995605469,0.4446155090332031,0.0494878005981445,0.0496905899047852,0.4680487060546875,0.2436472778320312,0.0583770256042480,0.4155293884277344,0.2963205566406250,0.0510060157775879,0.3852475891113281,0.2218862762451172,0.0267549457550049
0.3894440307617187,0.0981375885009766,0.0551421546936035,0.4639065551757813,0.1171666641235352,0.0965923004150391,0.4446285400390625,0.0497439613342285,0.0498919639587402,0.4694069824218750,0.2438502197265625,0.0564775314331055,0.4172301635742188,0.2968359069824218,0.0493727493286133,0.3863430786132813,0.2223052215576172,0.0263732948303223
0.3901062622070313,0.0984358520507813,0.0553026123046875,0.4650576782226563,0.1174471359252930,0.0964016723632813,0.4453529968261719,0.0499758110046387,0.0499678649902344,0.4693844299316406,0.2443246917724609,0.0559333992004394,0.4167891235351562,0.2970559387207031,0.0489801139831543,0.3863347778320312,0.2222341003417969,0.0262170181274414
0.3899536132812500,0.0980723342895508,0.0553062019348144,0.4645024414062500,0.1172219543457031,0.0964562301635742,0.4452597656250000,0.0498274993896484,0.0498948402404785,0.4693219299316406,0.2440540924072265,0.0561995162963867,0.4168361206054688,0.2966640014648437,0.0497223434448242,0.3862435607910156,0.2221002960205078,0.0263746433258057
0.3896145019531250,0.0975765075683594,0.0553406333923340,0.4636397705078125,0.1171446075439453,0.0962970046997070,0.4452055664062500,0.0497435455322266,0.0498252601623535,0.4682082214355469,0.2440106048583984,0.0573501701354980,0.4153419189453125,0.2961998901367188,0.0507355766296387,0.3851964111328125,0.2217990112304687,0.0264840984344482
0.3904116821289063,0.0977210922241211,0.0554250144958496,0.4646997375488282,0.1176435394287109,0.0959645080566406,0.4462374877929687,0.0501528358459473,0.0498471527099609,0.4683168029785156,0.2446187133789062,0.0559884910583496,0.4149936828613282,0.2964774475097656,0.0497452583312988,0.3851281433105469,0.2217888946533203,0.0259909782409668
0.3909903869628906,0.0974986877441406,0.0557203941345215,0.4655555114746094,0.1176348953247070,0.0956170578002930,0.4470513916015625,0.0503051605224610,0.0498340835571289,0.4677105712890625,0.2450986022949219,0.0551982650756836,0.4138541564941406,0.2962958679199219,0.0495381736755371,0.3844912109375000,0.2214628906250000,0.0256131019592285
0.3912064514160156,0.0970558013916016,0.0558799896240235,0.4658028869628906,0.1177208480834961,0.0955364227294922,0.4477994079589844,0.0504474868774414,0.0497597351074219,0.4665823669433594,0.2455048370361328,0.0551052665710449,0.4119481201171875,0.2961864929199218,0.0496362648010254,0.3832046203613281,0.2210080871582031,0.0251645832061768
0.3911229248046875,0.0968756561279297,0.0558397979736328,0.4656162414550781,0.1176780014038086,0.0955509796142578,0.4479397583007813,0.0504639816284180,0.0496934204101563,0.4660300598144531,0.2456085662841797,0.0553582229614258,0.4120906982421875,0.2960682983398438,0.0494487533569336,0.3826929321289063,0.2208016967773438,0.0250938777923584
0.3906350402832031,0.0965454711914062,0.0555109405517578,0.4642355651855469,0.1173741531372070,0.0959898605346680,0.4472496643066406,0.0502378196716309,0.0496394920349121,0.4657752990722656,0.2450043487548828,0.0569862213134766,0.4123042602539063,0.2956772155761719,0.0508221015930176,0.3828139038085938,0.2207955474853515,0.0257617549896240
0.3890898437500000,0.0956531524658203,0.0551383590698242,0.4618596801757813,0.1164513778686523,0.0964714355468750,0.4460881652832031,0.0496890869140625,0.0494812088012695,0.4647016601562500,0.2437245025634766,0.0599946861267090,0.4105036010742187,0.2947548522949218,0.0535840492248535,0.3852731323242188,0.2201847229003906,0.0242640876770020
0.3879911499023437,0.0945430908203125,0.0541756858825684,0.4591374816894531,0.1158616790771484,0.0967294921875000,0.4448178405761719,0.0492519531250000,0.0492716255187988,0.4627541503906250,0.2430151214599609,0.0623210487365723,0.4089521179199219,0.2940444946289062,0.0546945800781250,0.3848280334472656,0.2201615753173828,0.0238688812255859
0.3870952758789062,0.0936487503051758,0.0534207534790039,0.4560367431640625,0.1159474334716797,0.0977632064819336,0.4438236083984375,0.0488713836669922,0.0490453643798828,0.4606325378417969,0.2423590087890625,0.0643727035522461,0.4070770263671875,0.2933363037109376,0.0558981666564941,0.3841557617187500,0.2199807586669922,0.0234181957244873
0.3862211914062500,0.0929867019653320,0.0529003715515137,0.4542637329101563,0.1155815048217773,0.0979030914306641,0.4429848022460938,0.0486084175109863,0.0489529075622559,0.4595213317871094,0.2417761077880859,0.0657338104248047,0.4061921386718750,0.2928114624023437,0.0565165863037110,0.3839440002441407,0.2199761352539062,0.0231801700592041
0.3855292358398438,0.0923113327026367,0.0523261566162109,0.4523362426757813,0.1153230743408203,0.0981559906005859,0.4420188903808594,0.0483389663696289,0.0488682022094727,0.4578280944824219,0.2413083343505860,0.0673770294189453,0.4053177490234375,0.2923236389160156,0.0572396202087402,0.3835267944335938,0.2199103698730469,0.0229475803375244
0.3845081481933594,0.0914100875854492,0.0515622749328613,0.4499284973144531,0.1151359481811523,0.0984689254760742,0.4410201721191406,0.0480263404846192,0.0488741188049316,0.4557261962890625,0.2406904907226562,0.0690396499633789,0.4034090270996094,0.2916292724609375,0.0580569000244141,0.3829049072265625,0.2198103179931640,0.0225532054901123
0.3834848937988281,0.0907215118408203,0.0509003868103027,0.4479028930664062,0.1149204025268555,0.0985852584838867,0.4396609497070312,0.0476261444091797,0.0487665443420410,0.4542679443359375,0.2399930725097656,0.0704339981079101,0.4024811096191406,0.2911371765136719,0.0584036483764648,0.3825725402832031,0.2198540954589844,0.0222413291931152
