L_FAL,,,L_TAM,,,L_FCC,,,L_FM1,,,L_FM2,,,L_FM5,,,R_FAL,,,R_TAM,,,R_FCC,,,R_FM1,,,R_FM2,,,R_FM5,,,R_FM1_top,,,R_FM2_top,,,R_FM5_top,,,L_FM1_top,,,L_FM2_top,,,L_FM5_top,,
0.4563454895019531,0.1160434265136719,0.0952533493041992,0.5302467651367188,0.1308512573242188,0.0964147262573242,0.4920617370605469,0.0574843597412109,0.0406119308471680,0.5311264038085938,0.2460780029296875,0.0316633205413818,0.4823158874511719,0.3283279113769531,0.0345894927978516,0.4233814697265625,0.2171163787841797,0.0321963119506836,0.7567926025390626,0.0955005416870117,0.0914457397460938,0.6820494995117188,0.1199952774047852,0.0978168945312500,0.7251181640625001,0.0383938865661621,0.0365327491760254,0.6824701538085938,0.2290259399414062,0.0362130050659180,0.7336375732421875,0.3120499267578125,0.0274677314758301,0.7909349975585938,0.2028846588134766,0.0182952175140381,0.7048412475585938,0.2415474700927734,0.0573902740478516,0.7366342163085937,0.2393963775634766,0.0570619049072266,0.7799461669921876,0.2142110595703125,0.0418767814636230,0.5106904602050781,0.2573238525390625,0.0594373817443848,0.4831282348632813,0.2655144348144531,0.0633308372497559,0.4331633300781250,0.2323128814697266,0.0472030868530273
0.4563523864746094,0.1160015029907227,0.0952445983886719,0.5302558593750000,0.1308229675292969,0.0963957977294922,0.4920555725097656,0.0574819030761719,0.0406001853942871,0.5311268920898438,0.2460718841552735,0.0316531982421875,0.4823368530273437,0.3283318786621094,0.0346107101440430,0.4233820800781250,0.2171237945556641,0.0322253646850586,0.7567943725585937,0.0954860839843750,0.0914527130126953,0.6820512084960938,0.1199884338378906,0.0978122711181641,0.7251106567382812,0.0383895492553711,0.0365138816833496,0.6824558105468750,0.2290410156250000,0.0362197799682617,0.7336250000000000,0.3120385131835938,0.0274832496643066,0.7909550170898437,0.2029091339111328,0.0183146514892578,0.7048771362304688,0.2415911712646484,0.0573760643005371,0.7366389770507813,0.2393874359130859,0.0570667572021484,0.7799434204101563,0.2142032623291016,0.0418835182189941,0.5107054138183594,0.2573128967285156,0.0594378433227539,0.4830921020507812,0.2655988159179687,0.0633474197387695,0.4331861267089844,0.2323346710205078,0.0471430473327637
