isValid,withShoes,midFootLength,footWidth,footLength,footCompressionMax,angleXUB,angleYUB
1.0000000000000000,0.0000000000000000,0.1238940007931953,0.0898759877604622,0.2533389940601304,0.0250000000000000,0.1991116957665729,0.2713026413845666
