L_FAL,,,L_TAM,,,L_FCC,,,L_FM1,,,L_FM2,,,L_FM5,,,R_FAL,,,R_TAM,,,R_FCC,,,R_FM1,,,R_FM2,,,R_FM5,,
0.4395939636230469,0.1029593048095703,0.0659729003906250,0.5198746948242188,0.1307178955078125,0.0866204757690430,0.4960285949707031,0.0580459785461426,0.0528129234313965,0.5004563903808594,0.2541562042236328,0.0189113140106201,0.4405113525390625,0.3035314941406250,0.0205217456817627,0.4083411560058594,0.2191069335937500,0.0221084289550781,0.7347312011718751,0.1032067718505859,0.0758337478637695,0.6556422729492187,0.1249151458740234,0.0937200927734375,0.6924619750976563,0.0552155609130859,0.0529999771118164,0.6700796508789063,0.2534821472167969,0.0297975368499756,0.7301245117187500,0.3074565124511719,0.0171400775909424,0.7628640136718751,0.2219421081542969,0.0248845920562744
0.4399367980957031,0.1033790969848633,0.0669907302856445,0.5196489257812500,0.1303998870849609,0.0855856399536133,0.4954185180664062,0.0581381492614746,0.0538454170227051,0.5018077697753907,0.2541697235107422,0.0209648628234863,0.4413800964355469,0.3046711730957031,0.0224912242889404,0.4087038879394531,0.2199912109375000,0.0244584484100342,0.7349613647460937,0.1023975906372070,0.0775352935791015,0.6564585571289062,0.1254102554321289,0.0955327072143555,0.6926026000976563,0.0558625907897949,0.0543625907897949,0.6696173706054688,0.2528810119628907,0.0303170394897461,0.7307852172851562,0.3066253051757812,0.0185494194030762,0.7628009033203125,0.2215984039306641,0.0256435718536377
0.4398871765136719,0.1036650085449219,0.0675043716430664,0.5195969238281251,0.1303266296386719,0.0857218093872070,0.4953083496093750,0.0581819953918457,0.0540181579589844,0.5019435119628907,0.2542667083740234,0.0212149200439453,0.4413979797363282,0.3047249755859375,0.0226607780456543,0.4087071533203125,0.2199509124755859,0.0244935989379883,0.7349117431640625,0.1023868408203125,0.0777231903076172,0.6564847412109375,0.1253860931396484,0.0956238632202148,0.6925374755859375,0.0558777008056641,0.0544974098205566,0.6696550292968750,0.2528664703369141,0.0302664890289307,0.7308280639648438,0.3066638183593750,0.0186801166534424,0.7627960205078125,0.2215879821777344,0.0256940002441406
0.4398878784179688,0.1037004165649414,0.0675471115112305,0.5195786132812500,0.1303520965576172,0.0857789154052734,0.4953153686523438,0.0582172126770020,0.0540396614074707,0.5019876708984375,0.2543209228515624,0.0213236694335937,0.4414071044921875,0.3047512817382812,0.0227484226226807,0.4086898803710938,0.2199639434814453,0.0245488529205322,0.7349084472656250,0.1024527816772461,0.0777914962768555,0.6565047607421876,0.1253458862304687,0.0956813278198242,0.6925263671875000,0.0559031219482422,0.0545517730712891,0.6696350097656251,0.2528457031250000,0.0302808265686035,0.7308330078125000,0.3066936645507813,0.0187015762329102,0.7628054809570313,0.2216045532226563,0.0257181034088135
0.4399170837402344,0.1037111129760742,0.0675588226318359,0.5195865478515626,0.1303533630371094,0.0858640441894531,0.4953224792480469,0.0582012977600098,0.0541030120849609,0.5020224304199219,0.2543696594238281,0.0213931293487549,0.4415101318359375,0.3050092163085937,0.0230271663665772,0.4087125549316407,0.2199385528564453,0.0245229301452637,0.7349032592773438,0.1024492187500000,0.0778640060424805,0.6564976196289063,0.1253805084228516,0.0957064437866211,0.6925117187500001,0.0558723411560059,0.0545990066528320,0.6696353759765625,0.2528463439941406,0.0302440299987793,0.7308505859375000,0.3067168884277343,0.0187316684722900,0.7627838134765625,0.2215931091308594,0.0257469444274902
0.4398883056640625,0.1037575225830078,0.0676266403198242,0.5195842285156250,0.1303681793212891,0.0858375320434570,0.4953158874511719,0.0582318534851074,0.0541487350463867,0.5020252075195313,0.2543840637207032,0.0214062843322754,0.4414772949218750,0.3050441894531250,0.0230433120727539,0.4086719665527344,0.2199597015380859,0.0245379810333252,0.7348840332031250,0.1024466705322266,0.0779382247924805,0.6564647827148438,0.1253565292358398,0.0957103347778321,0.6924813232421875,0.0558950920104980,0.0546493759155274,0.6696220092773437,0.2528493347167969,0.0302602443695068,0.7308682861328125,0.3067309875488282,0.0187691249847412,0.7627942504882813,0.2216087951660157,0.0257545948028565
0.4399168090820312,0.1037664337158203,0.0676198348999024,0.5195789184570313,0.1304074249267578,0.0858483581542969,0.4953334960937500,0.0582498970031738,0.0541743278503418,0.5020619201660156,0.2543649749755860,0.0214573822021484,0.4414704284667969,0.3050262756347657,0.0230667572021484,0.4086842651367187,0.2199386291503906,0.0245358524322510,0.7348540649414063,0.1024985198974609,0.0779676818847656,0.6564743041992188,0.1254243164062500,0.0957392120361328,0.6924351806640625,0.0559235725402832,0.0546880950927734,0.6696538085937500,0.2528714294433594,0.0301945228576660,0.7308939208984375,0.3067221374511719,0.0187572669982910,0.7627625122070313,0.2216124725341797,0.0257351245880127
0.4399913635253906,0.1037268981933594,0.0676085586547852,0.5195718994140626,0.1303934936523438,0.0858745498657226,0.4953082885742188,0.0582163085937500,0.0542139816284180,0.5020692443847656,0.2544010925292968,0.0214540519714355,0.4414962158203125,0.3050275268554687,0.0230560684204102,0.4086985778808594,0.2199439697265625,0.0245357952117920,0.7349279785156250,0.1024484329223633,0.0779785537719727,0.6564449462890625,0.1254134521484375,0.0957344131469727,0.6924624633789063,0.0559252929687500,0.0546771049499512,0.6696035156250000,0.2528337097167969,0.0302116889953613,0.7308538208007813,0.3067512512207031,0.0188093528747559,0.7628197021484375,0.2215912628173828,0.0257806148529053
0.4399804687500000,0.1037469940185547,0.0676261062622070,0.5195792236328125,0.1303940429687500,0.0859221343994141,0.4953171386718750,0.0582314949035644,0.0541562347412109,0.5020900268554688,0.2543832702636719,0.0214818515777588,0.4414778137207032,0.3049963073730469,0.0230619983673096,0.4086706848144531,0.2199260406494141,0.0245416889190674,0.7349151000976563,0.1024636535644531,0.0779989013671875,0.6564575195312500,0.1253630523681641,0.0957708282470703,0.6925021972656250,0.0558859825134277,0.0546662635803223,0.6696177978515625,0.2528305206298829,0.0302082252502441,0.7308657226562500,0.3067316894531250,0.0188140144348145,0.7627794189453125,0.2215836334228516,0.0257511997222900
0.4399178161621094,0.1037573547363281,0.0676387176513672,0.5196033325195313,0.1303881988525391,0.0858735122680664,0.4953094482421875,0.0582101898193359,0.0541503677368164,0.5021098632812500,0.2543851165771485,0.0215123481750488,0.4414668273925781,0.3049984130859376,0.0230735797882080,0.4086767578125000,0.2199232788085937,0.0245195407867432,0.7349134521484375,0.1024624786376953,0.0779956283569336,0.6564760742187500,0.1253396377563477,0.0957512664794922,0.6925108032226562,0.0559000053405762,0.0546702270507812,0.6696014404296875,0.2528130340576172,0.0302193813323975,0.7308547973632813,0.3067055664062500,0.0187907218933106,0.7627669677734376,0.2215911254882812,0.0257529869079590
0.4399783935546875,0.1037183303833008,0.0676348571777343,0.5195794067382813,0.1303977966308594,0.0859031066894531,0.4952895507812500,0.0582096176147461,0.0541766738891601,0.5020926513671875,0.2543771514892578,0.0215074329376220,0.4414618530273438,0.3049921264648437,0.0230515747070312,0.4086902465820312,0.2199354400634765,0.0245526065826416,0.7349267578125001,0.1024523468017578,0.0779745559692383,0.6565039672851563,0.1253553237915039,0.0957682113647461,0.6924968261718750,0.0558798103332519,0.0546446304321289,0.6696301269531250,0.2528150482177735,0.0302142448425293,0.7308743896484375,0.3067024536132814,0.0188490982055664,0.7627905883789062,0.2215695495605469,0.0257620067596436
0.4399513244628906,0.1037345352172852,0.0676494750976562,0.5195650024414062,0.1303890380859375,0.0859044570922851,0.4952907714843750,0.0582096252441406,0.0541577568054199,0.5020918273925782,0.2543896331787109,0.0215376033782959,0.4414495544433594,0.3050215148925781,0.0230581760406494,0.4086874694824219,0.2199216918945313,0.0245293960571289,0.7348648681640625,0.1024495773315430,0.0779580383300781,0.6565020141601563,0.1253090057373047,0.0957673034667969,0.6924826049804688,0.0558699645996094,0.0546482467651367,0.6696255493164063,0.2528112487792969,0.0302454261779785,0.7308479003906250,0.3067036437988281,0.0188021907806397,0.7627993164062500,0.2215632171630859,0.0257466430664063
0.4399628601074219,0.1037289505004883,0.0676502227783203,0.5195812988281250,0.1304003295898438,0.0859175796508789,0.4952542114257812,0.0581980323791504,0.0542248115539551,0.5021072387695312,0.2544076232910156,0.0215260696411133,0.4414494323730469,0.3050200195312500,0.0230643310546875,0.4086967773437500,0.2199210052490235,0.0245287933349609,0.7348618164062500,0.1024639511108398,0.0780154495239258,0.6565005493164062,0.1253117218017578,0.0957324523925781,0.6924263916015625,0.0558856010437012,0.0546739349365234,0.6696135864257813,0.2528164825439453,0.0302158126831055,0.7308703002929687,0.3067184448242188,0.0188074569702148,0.7627863769531250,0.2215687255859375,0.0257492408752441
0.4399235229492188,0.1038017120361328,0.0677064056396484,0.5195899047851562,0.1304457702636719,0.0859393463134766,0.4952830505371094,0.0582290611267090,0.0542529144287109,0.5021359252929688,0.2544170989990234,0.0215207443237305,0.4414703979492188,0.3050319824218750,0.0230710773468018,0.4086968994140625,0.2199373321533203,0.0245370731353760,0.7348403930664062,0.1024661865234375,0.0780405578613282,0.6564606323242188,0.1253918304443359,0.0958108596801758,0.6924323730468750,0.0558945617675781,0.0547079811096191,0.6696597900390625,0.2528304748535156,0.0301853656768799,0.7308760375976563,0.3067464904785157,0.0188359546661377,0.7627854003906250,0.2215553131103516,0.0257448596954346
0.4399497680664062,0.1037953720092773,0.0677446594238281,0.5196162719726563,0.1304326324462891,0.0859429397583008,0.4953138732910156,0.0582197303771973,0.0543089218139648,0.5021152343750001,0.2544461822509766,0.0215448703765869,0.4414339294433594,0.3050358886718750,0.0230728645324707,0.4086802062988281,0.2199311676025390,0.0245752868652344,0.7348692626953125,0.1024480438232422,0.0780587844848633,0.6564453125000000,0.1254412231445313,0.0958243026733398,0.6924471435546875,0.0558984718322754,0.0547621841430664,0.6696281127929687,0.2528273162841796,0.0302214603424072,0.7308977661132813,0.3067368774414063,0.0188145122528076,0.7628217163085937,0.2215765380859375,0.0257580966949463
0.4400047302246094,0.1038070526123047,0.0677509613037109,0.5196494140625000,0.1304744720458984,0.0859071655273437,0.4953551330566406,0.0582643280029297,0.0543374290466309,0.5021439819335938,0.2544399108886719,0.0215357208251953,0.4414235534667969,0.3050358581542969,0.0230708732604980,0.4087080078125000,0.2199223785400391,0.0245481815338135,0.7348981323242187,0.1024551391601562,0.0781127090454102,0.6564401245117187,0.1254452438354492,0.0958238067626953,0.6924301147460937,0.0558875236511230,0.0547615699768066,0.6696707153320313,0.2528238220214844,0.0302017555236816,0.7309051513671875,0.3067583618164063,0.0187972412109375,0.7628178710937500,0.2215813598632813,0.0257569770812988
0.4399919738769532,0.1038270874023438,0.0677813110351562,0.5196596679687500,0.1305263977050781,0.0859038619995117,0.4953589172363281,0.0582781791687012,0.0543563156127930,0.5021048889160157,0.2544569549560547,0.0215244770050049,0.4413892517089844,0.3050455627441406,0.0230404968261719,0.4086850585937500,0.2199169769287110,0.0245359325408936,0.7348241577148438,0.1025067672729492,0.0780963211059570,0.6564772949218750,0.1254809951782227,0.0958220367431641,0.6923509521484376,0.0559404983520508,0.0548531951904297,0.6696428833007813,0.2528332214355469,0.0301983890533447,0.7309004516601563,0.3067890930175781,0.0188186092376709,0.7628264770507812,0.2215871582031250,0.0257205047607422
0.4400008850097656,0.1038155975341797,0.0677745819091797,0.5196588745117188,0.1305723419189453,0.0858931732177735,0.4953818359375000,0.0582662811279297,0.0543488616943359,0.5021190185546875,0.2544580993652344,0.0215598869323730,0.4414018554687500,0.3050428466796876,0.0230468597412109,0.4086668701171875,0.2199134521484375,0.0245521488189697,0.7348448486328125,0.1025258331298828,0.0781234207153321,0.6564042968750000,0.1255106277465820,0.0958084945678711,0.6924201660156251,0.0559285774230957,0.0548242340087891,0.6696392822265625,0.2528729705810547,0.0301820983886719,0.7308881835937500,0.3067947387695313,0.0188077201843262,0.7627738037109375,0.2215829925537109,0.0257501277923584
