L_r0F0,,,L_f0,,,R_r0F0,,,R_f0,,
0.4569839849155753,0.1852394050177953,0.0004410021764855,20.0425121091134955,0.3123610572040691,386.6686539888260086,0.7087440813300967,0.1738616185518568,0.0014020995243070,-18.1364348891463258,-3.8688216584980073,370.2007040818699011
0.4601218125581536,0.1845213897560490,0.0004466342869417,18.2735733042068773,-0.0038511521572308,384.6203893130053189,0.7084252737352478,0.1758864591033033,0.0014011686157572,-17.6291889616873689,-7.6458291135700449,370.4238340155311562
0.4600273527498292,0.1850652903751247,0.0004473828080188,18.9494032644427577,-0.0623127277315352,384.3042532437357863,0.7085131527183895,0.1771912839832161,0.0014004926655573,-17.8237678666158672,-7.0924504126673060,372.1310445931117670
0.4601087489024036,0.1862340661158826,0.0004495579285589,18.5524789715977256,-0.9729969648065068,382.4165661099506792,0.7089251419784061,0.1794364231506792,0.0013993566467038,-18.0343708871347275,-7.9255860115757653,370.9274333247478239
0.4587826534660358,0.1867358785547227,0.0004476379144648,18.4681289584285260,-1.0246795348507989,383.5780775096998809,0.7090744731356066,0.1794124561238875,0.0013993614421450,-17.9752136288271593,-8.0691839795406253,372.2560480053620040
0.4592656880169720,0.1875474411275259,0.0004500727633957,18.5296596943285756,-0.9712230857962307,382.8299466874027530,0.7080337256414163,0.1796885691572062,0.0013992750270909,-17.9362863147665443,-7.2747575608249839,371.9372513384093963
0.4588809301730127,0.1881673904457267,0.0004503121751675,18.8107130565163061,-1.1838559043485353,383.4048506877594491,0.7090420875314238,0.1806079285745485,0.0013987804856439,-17.6038667846718617,-9.3786435761878426,372.6667345805093419
0.4594594802546594,0.1876634265053049,0.0004506611141738,18.6164588370527824,-0.9399154641595662,382.9160222629649866,0.7085401447434503,0.1799915237022305,0.0013991155612570,-18.0040552402014633,-8.8935307619086021,372.9639444869791873
0.4591245242050951,0.1877998418114657,0.0004501868529268,18.4066963209454109,-0.3379194389094903,382.3293488614589819,0.7087648559737247,0.1798303290304075,0.0013991568056361,-18.0889521416403340,-6.5087178477125729,373.1243710876044020
0.4591143465418199,0.1870877251059488,0.0004489443413896,18.9463110683400693,-0.1177853738334598,382.9143278048973116,0.7084899565435899,0.1790412831794009,0.0013996025429465,-17.8808518786948589,-8.7654280107418749,373.0598208404223328
0.4593176566730117,0.1875730285546404,0.0004502176590356,18.8593324582706394,-0.0966678488499629,381.4320788590283087,0.7086591985885881,0.1788314195766963,0.0013996880892518,-17.5503477571753770,-7.9383889611312934,371.0730250915937063
0.4593917243503280,0.1874371061149586,0.0004501505933443,19.2026553885399949,-0.1494125629476545,381.9415393259862981,0.7093458121479003,0.1787955980625799,0.0013996436191606,-17.9899179778175231,-6.2529176879468036,373.3639777043602521
0.4594355477289800,0.1886721641111156,0.0004523473972202,19.1286111464853477,-0.7030183672197263,381.3124444011495484,0.7088882310543433,0.1795612118049073,0.0013993058889579,-17.7119076677743870,-7.3614908066969003,373.3181591124701981
0.4591159510909274,0.1893816432112984,0.0004529219920521,19.0069586085379996,-0.6609227400223736,380.8615589478523589,0.7097820634954202,0.1810723001127673,0.0013985043363264,-17.8153029728362178,-9.1390068568216538,375.1623811734948504
0.4587375411058686,0.1904739014309402,0.0004540049976998,18.7921950642263411,-0.8757030138896348,380.3583939206495188,0.7090537523103160,0.1817835619036091,0.0013981707464006,-18.1499942189742889,-7.4648293386269566,374.6573663975916588
0.4581732052361021,0.1910881867846671,0.0004539043401609,18.9668844458618722,-1.5101043148668400,381.4069845218411388,0.7094879325359346,0.1826129279080219,0.0013977581651850,-18.5035085933105279,-9.2243776559814492,374.6133808918065142
0.4583475998475174,0.1906840241271101,0.0004535539311480,18.7749598418953028,-1.3368944618612744,380.5520326677898879,0.7100356583506658,0.1834344208275298,0.0013972941624216,-18.5811829213985895,-8.0799330248266106,373.9068413254065035
0.4585054192556069,0.1910619353418454,0.0004545494584008,18.7826324959440818,-1.2428028203562629,381.7232328443428742,0.7092559798237451,0.1841988841678019,0.0013969636229488,-18.1679401845696908,-7.9866492725007099,374.5182180335609132
0.4588572754375331,0.1910655423171789,0.0004553225095402,19.3018374082423207,-0.9268494768910368,381.8504456971879222,0.7095179207165097,0.1837521469497359,0.0013971831369897,-18.1028093550180742,-8.8092312129702552,373.5745578614719307
0.4576634272676794,0.1910086392582480,0.0004526853222166,19.4584000515558131,-1.0321891258221938,381.8607525917817043,0.7095846251105825,0.1840161119497047,0.0013970449491165,-18.1103147504209190,-9.2343101993587027,372.0355528163078702
0.4583128970942772,0.1911365024723035,0.0004542881523620,19.5628204387207703,-0.7771321609127979,381.8616447236719296,0.7098213311558221,0.1833590156373580,0.0013973328752168,-18.4634259734735444,-6.3461181258221320,374.3893326055294324
0.4583329522625225,0.1915380499435172,0.0004550118187702,19.6567081698493418,-1.4506483851227372,379.9485350656862011,0.7092920358068751,0.1839069598382187,0.0013971185998117,-18.1140989649120954,-8.7233106803779528,374.1376935482509225
0.4585649494177652,0.1916439938180988,0.0004556832118509,19.4609880310786600,-1.6287337929046966,379.7563833431071885,0.7106285471634664,0.1847413544653931,0.0013966211376217,-18.2574939992430849,-8.9411276943635922,376.0081680205574344
0.4582870796111153,0.1919944190629794,0.0004557149075218,19.2558377600987392,-1.1692857222597772,378.9045717000055902,0.7100380443971049,0.1847236752118712,0.0013966379010653,-18.8566254029446796,-6.2056683624182511,376.1567226780216515
0.4582589824878789,0.1917821628938539,0.0004552837163278,18.8530582104639208,-1.4240401200173023,377.3699285732826638,0.7099695218703820,0.1841658477073481,0.0013969264548555,-18.5952105591203924,-7.3833912991515742,378.2753575811725000
0.4584425653000850,0.1917892866749548,0.0004556452522864,18.6804388012564395,-1.5448673501291259,377.0463658105455238,0.7099193286785219,0.1830599968964552,0.0013975019583851,-18.5679619460931882,-8.3039094700971425,379.8982787593767512
0.4582754800842243,0.1909939392885853,0.0004539192227914,18.7454947906263918,-1.6179271864250784,377.9479225655675805,0.7103438665047710,0.1821316299364004,0.0013979239289893,-18.6289504608709109,-6.6005606877755287,379.3256989485327608
0.4582273472299925,0.1904975199543316,0.0004529639080024,18.6206278091709336,-0.7003956739349693,375.8722063012058356,0.7096778186132372,0.1815921833895308,0.0013982454152276,-18.3051767918247101,-7.1350686556714535,378.4898532942441420
0.4588273063093578,0.1901079208740181,0.0004535981201237,18.8548781855277596,-1.0437908022647360,375.6908050275188202,0.7087880870397769,0.1808576148274408,0.0013986741968334,-18.5172280451996372,-7.3701293524414400,377.7761357125252744
0.4588990636403425,0.1897807414091003,0.0004531767326847,18.7848163155161672,-1.1178361324183854,375.2306807565866507,0.7090573373166227,0.1806736860895186,0.0013987419037821,-17.9810510505524661,-7.0119908746685713,378.9996558270891001
0.4592137311209795,0.1895829852466042,0.0004535221770841,18.9446678563194695,-1.3196966696884704,375.5249820314287490,0.7090025800100865,0.1803349991449045,0.0013989314121892,-18.2554849082938162,-8.8696538305912824,379.2550610825795161
0.4586797189115124,0.1894766709032525,0.0004521760228028,18.5277538741055423,-0.8695390374374423,376.7224290395252524,0.7092436975296506,0.1804429574079738,0.0013988613040459,-18.0761649759394487,-8.7045576826444098,378.9470574898688824
