L_r0F0,,,L_f0,,,R_r0F0,,,R_f0,,
0.3550850779716609,0.1658581537851222,0.0001919017750523,50.9452731554982847,1.1877367768412732,373.3174591026227631,0.8020286170286032,0.1693966152204020,0.0013984412103674,-49.4974127214536566,-14.0611507108491303,386.0536350678970621
0.3558493881328298,0.1656894430360935,0.0001932751726013,49.7844858923234383,1.2490660943209664,370.9850489524504837,0.8013098156975252,0.1688928963635174,0.0013986646924157,-48.9252578123262722,-9.0795978524892078,387.0805790646672904
0.3560194257287806,0.1660217142603240,0.0001941840942345,49.8450309608796118,1.2534717868716876,370.6837931876205516,0.8008102331597422,0.1691530823088247,0.0013986064010152,-49.1776240497522394,-10.7944745038752181,387.0148182484055610
0.3558392433134473,0.1661917741092170,0.0001940695846335,50.3788770486225630,1.2615964944569527,369.7910581483888564,0.8016232881921413,0.1690902172580648,0.0013985784959035,-48.9020284079981380,-9.6385412004685680,387.7681973139550564
0.3557105042752490,0.1656200393101771,0.0001928683722264,50.1230810805399543,1.5107585946527131,369.9578665051094504,0.8014249774533766,0.1692402648082948,0.0013985210501997,-49.2202176611561626,-10.2605681054192512,386.1211654145776606
0.3562888136825885,0.1654482428133552,0.0001938117512221,50.3752892781732626,1.6379679554525439,368.7836082167050336,0.8019890553572141,0.1690792389190907,0.0013985440877091,-49.0917456599882627,-9.1244896485286393,387.6233064784159410
0.3564271489524214,0.1661939926322759,0.0001953871032399,50.1014224229931600,1.6278171782012514,370.6259833253823217,0.8012910198125973,0.1688322745320785,0.0013987123719483,-48.9724211240230574,-9.8240976547609460,388.0948635251947962
0.3556515250557203,0.1660692004913396,0.0001934457957660,50.2173728143879998,0.9094304031050338,368.6201843947472412,0.8011190063417266,0.1691327472376806,0.0013985735694164,-49.5046591203134199,-9.7792048454760572,387.7241156247268350
0.3553985406649398,0.1663203403090914,0.0001933851098081,49.3544375205081067,1.1359549669205824,369.7270164131970773,0.8010915393617131,0.1694964458285271,0.0013984213132402,-48.9023504526215262,-10.2821243848680961,385.9198784192262792
0.3557108520491168,0.1671798710345981,0.0001955154348527,50.2233260860104167,1.3361488429160806,371.6698623814729672,0.8014891102037918,0.1701463323326977,0.0013980136063850,-49.7271375626471013,-9.1621997846940317,388.3299277051027616
