L_FAL,,,L_TAM,,,L_FCC,,,L_FM1,,,L_FM2,,,L_FM5,,,R_FAL,,,R_TAM,,,R_FCC,,,R_FM1,,,R_FM2,,,R_FM5,,
0.3327558898925781,0.0837430572509766,0.0683115158081055,0.4147247619628907,0.1074314727783203,0.0851301040649414,0.3844019775390625,0.0357703475952148,0.0536183090209961,0.4071609802246094,0.2278736572265625,0.0238163394927978,0.3588073425292969,0.2850313720703125,0.0206440010070801,0.3104893188476562,0.2053061981201172,0.0184357814788818,0.8229118041992187,0.0881443710327148,0.0792008209228516,0.7443391723632813,0.1140019836425781,0.0911814193725586,0.7807324218750000,0.0434623832702637,0.0528709449768066,0.7645794067382813,0.2391825256347656,0.0295146617889404,0.8244207153320313,0.2938470153808594,0.0125441608428955,0.8579715576171875,0.2078699340820312,0.0241267662048340
0.3331883850097656,0.0844076385498047,0.0693994827270508,0.4154008483886719,0.1078246383666992,0.0861303482055664,0.3841884765625000,0.0361886024475098,0.0546777381896973,0.4085795898437500,0.2274646606445312,0.0259160137176514,0.3590148620605469,0.2847337646484375,0.0232849960327148,0.3108560791015625,0.2055775146484375,0.0202423305511475,0.8230446777343751,0.0871944885253906,0.0813619918823242,0.7446146240234375,0.1144180755615234,0.0932533721923828,0.7813132934570313,0.0428532485961914,0.0552960777282715,0.7643768920898437,0.2399779510498047,0.0321838417053223,0.8244799194335938,0.2931221618652344,0.0136365852355957,0.8579593505859375,0.2074815673828125,0.0252150707244873
0.3331300354003907,0.0845495529174805,0.0695957260131836,0.4154167785644531,0.1078285827636719,0.0860715026855469,0.3841319274902344,0.0361900024414063,0.0547088851928711,0.4086947937011719,0.2275149383544922,0.0262616024017334,0.3588945617675781,0.2844939880371093,0.0224721660614014,0.3108137817382813,0.2056155700683593,0.0204702835083008,0.8230243530273438,0.0872060012817383,0.0815899658203125,0.7445521850585938,0.1143068542480469,0.0934638290405274,0.7812886962890625,0.0428539352416992,0.0554361763000488,0.7643863525390625,0.2398770141601562,0.0322103347778320,0.8244796142578125,0.2931701049804687,0.0138263015747070,0.8579794921875000,0.2074759674072266,0.0253208732604980
0.3331224060058594,0.0845868225097656,0.0696520462036133,0.4154429931640625,0.1078482894897461,0.0860529022216797,0.3841194152832031,0.0361801757812500,0.0547189865112305,0.4087603149414062,0.2275297698974609,0.0264243812561035,0.3590111999511719,0.2848502502441406,0.0229914455413818,0.3108994750976563,0.2059207153320313,0.0209023284912109,0.8230532836914063,0.0872004089355469,0.0816606216430664,0.7444912109375000,0.1142860336303711,0.0935229339599609,0.7812429199218750,0.0428403778076172,0.0554521980285645,0.7643724975585937,0.2398524169921875,0.0321787300109863,0.8244825439453125,0.2931767272949219,0.0138943853378296,0.8579750976562500,0.2074518585205078,0.0253612079620361
0.3331118469238281,0.0846152877807617,0.0696683273315430,0.4154085083007812,0.1078631439208984,0.0860271148681641,0.3841044616699219,0.0361750526428223,0.0547118568420410,0.4088102111816406,0.2275389404296875,0.0264665241241455,0.3590285339355469,0.2848276672363281,0.0229954624176025,0.3108859558105469,0.2059050598144531,0.0209240074157715,0.8230375976562501,0.0871977157592773,0.0817661743164063,0.7444636230468750,0.1142793502807617,0.0935720138549805,0.7812180786132813,0.0428437194824219,0.0554662055969238,0.7643928222656250,0.2398461456298828,0.0321727828979492,0.8244837646484375,0.2931716003417969,0.0139372835159302,0.8579852294921875,0.2074503021240234,0.0253865718841553
0.3331394348144531,0.0845963134765625,0.0696824340820313,0.4154549865722656,0.1078569107055664,0.0860259323120117,0.3841005554199219,0.0361613616943359,0.0546954040527344,0.4087567749023437,0.2275867919921875,0.0267028751373291,0.3590166320800781,0.2848418884277343,0.0230213375091553,0.3108737182617188,0.2059067687988281,0.0209290752410889,0.8230389404296875,0.0872342224121094,0.0817401733398437,0.7444691162109375,0.1142462310791016,0.0935428848266602,0.7812177124023437,0.0428310737609863,0.0554536437988281,0.7644007568359376,0.2398275299072265,0.0321583709716797,0.8245276489257812,0.2931877136230469,0.0139572620391846,0.8579624023437500,0.2074535522460937,0.0254256839752197
0.3331428222656250,0.0846060180664062,0.0696935272216797,0.4154585876464844,0.1078594741821289,0.0860178985595703,0.3840915832519531,0.0361394233703613,0.0547009925842285,0.4088051452636719,0.2275329284667968,0.0265644683837891,0.3590356750488281,0.2848287353515625,0.0230099887847900,0.3108813476562500,0.2059047546386719,0.0209481620788574,0.8230518188476562,0.0872389221191406,0.0817815704345703,0.7444819335937500,0.1142147674560547,0.0935508193969727,0.7812563476562500,0.0428181152343750,0.0554496078491211,0.7643906860351563,0.2398065643310547,0.0321617889404297,0.8245024414062501,0.2931958618164063,0.0139689588546753,0.8579819335937500,0.2074509582519531,0.0253981056213379
0.3331134643554687,0.0846459655761719,0.0696967849731445,0.4154555664062500,0.1078507232666016,0.0860417861938477,0.3840916748046875,0.0361554107666016,0.0547110900878906,0.4088464660644531,0.2275574340820313,0.0265988292694092,0.3590046691894531,0.2848314514160156,0.0230453395843506,0.3108697814941406,0.2059003601074219,0.0209714012145996,0.8230137329101562,0.0872386932373047,0.0817989578247071,0.7444707641601562,0.1142174606323242,0.0935915145874024,0.7812437133789063,0.0428422737121582,0.0554849319458008,0.7643984985351563,0.2398095397949218,0.0321519660949707,0.8245218505859375,0.2932150878906250,0.0139855155944824,0.8579884033203126,0.2074441833496094,0.0254218196868896
0.3331664733886719,0.0846422729492187,0.0697228012084961,0.4154299316406250,0.1078305587768555,0.0860207290649414,0.3840817871093750,0.0361474838256836,0.0547326164245605,0.4088447570800781,0.2275598602294922,0.0266235580444336,0.3590359497070312,0.2848276977539063,0.0230434970855713,0.3108699645996094,0.2058938293457031,0.0209468975067139,0.8230095825195313,0.0872304458618164,0.0817867507934570,0.7444677124023438,0.1142139358520508,0.0935988311767578,0.7812055053710938,0.0428444213867188,0.0554730491638184,0.7644082641601563,0.2398163146972656,0.0321381568908691,0.8245126342773438,0.2932088317871094,0.0139724044799805,0.8579862060546876,0.2074460601806641,0.0254182167053223
0.3331198120117188,0.0846669616699219,0.0697370681762695,0.4154196472167969,0.1078645324707031,0.0860192794799805,0.3840755920410157,0.0361492004394531,0.0547463188171387,0.4088678283691407,0.2275567474365234,0.0266273689270019,0.3590012512207031,0.2848288574218750,0.0230399913787842,0.3108548889160156,0.2058913116455078,0.0209737949371338,0.8230765380859375,0.0872209167480469,0.0818348159790039,0.7444307250976563,0.1142412185668945,0.0936586074829102,0.7812583618164063,0.0428186569213867,0.0554947776794434,0.7644328613281250,0.2398035125732422,0.0321397056579590,0.8245384521484375,0.2932147827148437,0.0139711723327637,0.8579866943359375,0.2074396972656250,0.0253921585083008
